Port,Protocol,Count
33789,vrrp,8
40570,unknown,1
51542,icmp,10
58643,scc-sp,1
34907,esp,12
47883,udp,10
57077,icmp,10
44912,etherip,1
2083,il,13
61717,ddp,8
24401,ipx-in-ip,1
53361,unknown,1
48089,fire,1
21701,mfe-nsp,1
57132,mtp,8
3411,ah,14
53307,rsvp,1
54043,unknown,1
9160,gre,7
59022,unknown,1
32733,rdp,1
13532,unknown,1
41358,sdrp,1
18183,udp,5
31964,eigrp,9
51523,igmp,1
38239,sctp,10
26003,unknown,1
19257,sctp,13
2491,eigrp,16
58722,ipcomp,1
22757,dcn-meas,1
10487,ah,13
56343,pim,16
2049,igmp,7
46692,eigrp,15
12746,gre,15
12318,tcp,19
23207,hopopt,1
37435,ddp,10
43203,bna,1
55306,cphb,1
46115,unknown,1
51497,ospfigp,8
46946,unknown,1
31360,ospfigp,7
17754,ggp,1
58828,wb-mon,1
3261,gre,13
8937,ospfigp,5
28658,icmp,12
10905,i-nlsp,1
42198,unknown,1
32182,udp,10
42034,pvp,1
33208,unknown,1
2456,fire,1
53739,pim,1
19834,icmp,7
41749,unknown,1
65374,tcp,9
26947,ah,7
22450,vrrp,4
7967,udp,15
53647,unknown,1
40222,sctp,9
22839,tcp,12
4064,icmp,1
33050,rdp,8
23117,igmp,10
29792,ipcomp,1
61373,nsh,7
39747,icmp,8
31266,xnet,4
15727,unknown,1
23599,unknown,1
13880,ah,15
62752,ippc,1
62204,unknown,1
41681,igmp,9
61290,xnet,10
38648,unknown,1
12785,wsn,1
12994,tcp,9
46599,tcp,9
47900,udp,8
5931,unknown,1
41405,ethernet,1
47097,esp,7
12071,igmp,14
59275,xnet,8
28500,unknown,1
39948,iso-tp4,1
25483,unknown,1
25629,argus (deprecated),1
1775,igmp,13
8329,unknown,1
38600,ah,10
9948,gre,6
45349,unknown,1
39782,scc-sp,1
43524,unknown,1
37966,unknown,1
30549,sctp,10
40287,iso-ip,1
54902,igmp,7
6427,udp,7
53538,unknown,1
52125,gre,11
6142,icmp,9
35463,rdp,15
54982,gre,6
38072,ipv6-route,1
45179,ospfigp,17
49155,ddx,1
23712,hmp,1
16820,unknown,1
29084,nsfnet-igp,1
33996,unknown,1
17652,uti,1
64671,rdp,7
2316,unknown,1
15408,cpnx,1
55828,vrrp,8
7280,unknown,1
10197,tp++,1
37568,pim,6
26674,iso-ip,1
28134,udp,9
4625,sat-mon,1
50183,tcp,6
27203,icmp,7
31433,gre,8
14460,vrrp,6
62956,iso-tp4,1
48766,ospfigp,10
38009,tcp,7
9004,udp,11
28974,icmp,9
17502,unknown,2
10971,chaos,1
41321,ospfigp,10
60428,icmp,7
628,unknown,1
57896,ah,9
7470,unknown,1
54413,unknown,1
10154,ipv6-nonxt,1
30645,udp,14
22167,unknown,1
62511,eigrp,8
1264,unknown,1
9040,vrrp,10
56692,udp,13
41579,vines,1
13121,eigrp,6
62560,vrrp,9
60042,igmp,11
25511,unknown,1
44805,sctp,11
35606,vrrp,9
45751,gre,14
63958,prm,1
1995,xnet,9
45784,udp,7
37990,gre,9
18634,tcp,18
12762,tcp,7
26774,icmp,7
21153,eigrp,6
16963,esp,10
2233,larp,10
4362,unknown,1
36985,unknown,1
25719,sctp,13
20370,unknown,1
6216,sprite-rpc,1
3049,gre,11
32015,sun-nd,1
49274,igmp,7
46072,unknown,1
57723,tcp,7
56484,unknown,1
49998,unknown,1
55172,xns-idp,1
4382,ospfigp,9
24703,eigrp,8
6332,eigrp,7
31242,wb-expak,1
11035,pim,11
21665,unknown,1
39515,sctp,10
27381,gre,6
29692,ddp,7
25623,ax.25,1
61687,scps,1
8894,uti,1
16771,icmp,11
33931,igp,1
49662,ah,10
23648,sctp,11
26255,sctp,11
44825,icmp,10
62372,xnet,11
5926,tcp,12
18321,unknown,1
34628,icmp,4
30537,icmp,12
65329,mpls-in-ip,1
26375,ospfigp,1
25738,larp,5
17195,udp,10
28333,igmp,8
30149,udp,10
28895,vrrp,8
34914,unknown,1
512,vrrp,9
31515,vrrp,6
44785,pim,8
17513,gre,11
24678,tcp,11
15380,ospfigp,11
43198,sctp,8
61633,pvp,1
35500,unknown,1
62612,unknown,1
64460,pim,19
36057,ddp,5
5561,unknown,1
25385,igmp,7
58623,ddp,7
45338,pim,15
35063,gre,8
59062,igmp,10
36673,gre,5
15862,idrp,1
34253,mfe-nsp,1
26754,rdp,8
31872,unknown,1
38239,scps,1
32148,ospfigp,7
39281,pvp,1
64937,sctp,9
422,vrrp,5
58003,dccp,1
40653,igmp,11
48500,igp,1
65378,il,3
49559,ah,5
43263,sctp,13
44368,dccp,1
39156,ipip,1
12938,il,12
36107,pup,1
36793,scps,1
44381,unknown,1
61756,rdp,12
35041,ospfigp,5
45115,igmp,8
48351,unknown,1
55120,qnx,1
58134,pvp,1
43136,eigrp,18
60639,nsh,9
46657,unknown,1
65121,skip,1
14637,unknown,1
8498,udp,11
29142,igmp,6
6638,unknown,1
56593,pim,12
37888,pvp,1
46799,ptp,1
37639,unknown,1
62058,pim,8
61248,unknown,1
26518,ddp,8
63416,eigrp,15
46249,leaf-1,1
15904,tcp,16
5635,rohc,1
15762,pim,21
11541,vrrp,8
54647,ax.25,1
28290,gre,8
15061,unknown,1
53251,netblt,1
9705,srp,1
37373,ospfigp,4
40099,unknown,1
13666,unknown,1
59646,vrrp,10
49403,unknown,1
58860,ippc,1
3048,mtp,1
49241,pim,10
31217,ipv6-icmp,1
5437,ipx-in-ip,1
24815,udp,10
18793,eigrp,9
46384,il,11
33448,rdp,14
42759,sctp,8
37660,sctp,12
57104,ipv6-icmp,1
59031,ah,1
31942,argus (deprecated),1
16138,unknown,1
42068,icmp,12
64207,icmp,10
6770,sun-nd,1
46044,unknown,1
2302,udp,6
57084,eigrp,11
19953,unknown,1
12933,vmtp,1
47884,unknown,1
12953,pim,6
51110,unknown,1
60440,ptp,1
7948,il,5
14770,gre,12
6003,nsh,12
61623,igmp,12
51311,igmp,12
1497,unknown,1
47895,visa,1
32522,pim,6
65187,ipx-in-ip,1
3060,pvp,1
46358,sctp,9
9027,sctp,9
18618,gre,5
40951,il,6
62097,ospfigp,13
42951,secure-vmtp,1
28649,unknown,1
52063,unknown,1
6573,icmp,13
61877,nsh,8
793,sctp,10
29123,wb-mon,1
33393,ospfigp,1
22807,igmp,9
45291,ospfigp,8
30748,isis over ipv4,1
47065,tcp,6
2453,icmp,8
56314,scc-sp,1
55921,icmp,9
12170,ah,1
6257,idpr,1
60551,unknown,1
30052,ospfigp,1
7523,idrp,1
23069,nsh,1
22206,icmp,7
41534,unknown,1
30936,pim,8
51709,srp,1
11596,igmp,12
42501,il,6
48323,a/n,1
51515,eigrp,8
40124,vrrp,2
43927,udp,14
41697,mobility header,1
55027,eigrp,12
35548,mtp,9
39538,unknown,1
13317,icmp,7
22550,unknown,1
2385,icmp,10
190,nsh,11
27466,udp,8
24013,unknown,1
51093,xnet,15
60296,udp,6
7168,unknown,1
54998,unknown,1
63891,tcp,6
47941,cphb,1
40232,rohc,1
6730,tcp,9
25719,igmp,10
7114,sctp,6
29677,tcp,11
31972,ipx-in-ip,7
27649,nsfnet-igp,1
55708,cpnx,1
63856,nsh,8
22127,vrrp,9
18902,aggfrag,1
52554,sctp,5
53571,l2tp,1
42853,sctp,6
19102,vrrp,6
1800,sscopmce,1
43371,udp,17
28418,udp,8
12732,udp,3
30409,unknown,1
2830,ipv6-route,1
4105,sctp,11
17900,unknown,1
57723,udp,7
5252,udp,14
50078,iptm,1
31232,l2tp,1
13664,gre,10
55856,icmp,1
18240,sctp,12
14535,udp,9
27545,tcp,5
39766,eigrp,10
54369,udp,8
55930,min-ipv4,1
52450,pim,8
16071,vrrp,7
31156,argus (deprecated),1
5994,unknown,1
63893,gre,7
22224,vrrp,12
56800,pim,18
53410,egp,1
37321,tcp,1
38004,pim,7
41396,vrrp,1
42298,tcp,13
31873,ah,1
2701,icmp,8
36135,vrrp,13
4420,vrrp,7
59908,ipx-in-ip,18
1583,icmp,1
28821,encap,1
14027,br-sat-mon,1
43345,trunk-2,1
22159,tcp,10
37405,ipx-in-ip,10
29293,udp,11
26626,unknown,1
3064,unknown,1
31905,udp,16
57241,vrrp,9
51669,tcp,14
3550,nsh,5
25060,unknown,2
27233,ah,12
18032,unknown,1
35887,ospfigp,8
48174,ippc,1
62532,ipx-in-ip,8
38221,xns-idp,1
50399,ah,9
29174,sdrp,1
54038,pim,13
58842,ah,11
9714,xnet,1
46232,tcp,15
51997,gre,9
63380,ospfigp,10
47134,unknown,1
36699,argus (deprecated),1
52782,nsh,11
35855,sctp,4
45292,tcp,18
52295,nsh,5
23524,xnet,11
3562,idpr-cmtp,1
56146,sctp,7
30172,mtp,9
45356,ptp,1
4594,argus (deprecated),1
52964,ippc,1
25420,unknown,1
54457,udp,12
40691,vrrp,16
8315,vmtp,1
59608,igmp,10
25312,manet,1
46124,icmp,10
60293,sctp,7
59076,trunk-2,1
5206,unknown,1
50244,tcp,12
63836,icmp,8
44477,unknown,1
41471,dsr,1
51661,vrrp,8
48457,ddp,8
40177,ipx-in-ip,9
37021,gre,4
2620,igmp,6
38471,tcp,10
41909,gre,15
39711,pim,5
48105,unknown,1
64277,ddx,1
5554,udp,10
27156,vrrp,10
8992,icmp,12
33630,sdrp,1
25182,gre,8
39831,sprite-rpc,1
56621,ipv6,1
19598,unknown,2
33656,xnet,9
33548,pim,10
14357,ethernet,1
46777,gre,9
53690,udp,5
4640,rdp,1
25877,sctp,5
38142,tcp,12
38686,unknown,1
3748,unknown,1
51379,rsvp-e2e-ignore,1
46673,vrrp,4
28085,ddp,8
64455,unknown,1
44798,igmp,1
33919,eigrp,13
31098,icmp,9
31914,shim6,1
56892,unknown,1
22058,eigrp,11
496,ospfigp,8
10250,pim,11
12798,pim,7
65257,rohc,1
54523,icmp,6
60331,srp,1
7342,ah,8
25310,st,1
5779,ifmp,1
41643,eigrp,8
557,unknown,1
1719,pim,7
33094,unknown,1
49615,tcp,7
38064,leaf-1,1
54971,irtp,1
28105,fire,1
24957,leaf-1,1
65034,iso-ip,1
11904,gre,7
21556,unknown,1
12183,larp,9
49325,cftp,1
51946,unknown,1
62168,icmp,6
5856,udp,12
17587,vrrp,7
45585,sctp,6
29596,icmp,12
19270,vrrp,10
31326,mtp,8
54637,shim6,1
63093,sctp,11
19420,smp,1
37766,unknown,1
9598,ipv4,1
30530,igp,1
29092,nsh,8
54120,rdp,9
34686,sctp,14
504,udp,10
32619,vrrp,9
29163,sat-expak,1
38845,icmp,16
65238,tcp,16
49751,tcp,5
24861,cpnx,1
48302,pim,16
42230,tcp,7
20937,unknown,1
30831,icmp,11
48466,udp,6
36260,ipx-in-ip,7
20795,icmp,7
28022,xns-idp,1
61741,esp,10
64232,unknown,1
61514,gmtp,1
49705,igmp,11
63153,vrrp,8
38704,udp,9
13984,icmp,2
4980,3pc,1
39667,unknown,1
12379,sctp,8
34219,icmp,10
53179,eigrp,7
22555,unknown,1
50865,vmtp,1
48829,egp,1
29502,igmp,5
41124,sctp,11
15937,eigrp,10
21006,unknown,1
45373,xtp,1
62056,ipv6-icmp,1
32188,prm,1
23313,ospfigp,2
17823,eigrp,9
13532,gre,10
251,unknown,1
13282,pim,1
58932,sctp,10
32896,unknown,1
25530,mobility header,1
1221,unknown,1
45900,gre,11
23036,vrrp,13
8129,unknown,1
632,eigrp,8
55546,igmp,14
28330,igmp,12
38371,vrrp,9
13236,sctp,8
57265,unknown,1
60627,qnx,1
32692,gre,9
64223,gre,5
42358,dccp,1
43308,ospfigp,13
46766,ospfigp,8
10143,udp,7
35665,tcf,1
38054,icmp,3
38107,igmp,11
61563,crudp,1
49559,rsvp-e2e-ignore,1
19006,cftp,1
44548,gre,10
15110,xnet,1
40931,mfe-nsp,1
40601,unknown,1
37773,xnet,7
26890,sctp,12
5016,eigrp,19
1509,iso-tp4,1
2600,unknown,1
40031,tcf,1
4325,cpnx,1
23162,udp,12
61461,ipx-in-ip,10
9617,ddp,1
45429,mux,1
23556,nsh,8
15568,igmp,12
9699,cftp,1
2443,unknown,1
1058,crtp,1
670,eigrp,5
3376,il,12
54560,udp,10
39683,scps,1
37057,udp,14
813,icmp,18
42099,ospfigp,7
4336,ospfigp,12
11957,unknown,1
58466,pim,4
45292,secure-vmtp,1
43116,sscopmce,1
20167,unknown,1
32698,ddp,7
43755,tcp,13
4089,eigrp,7
19051,unknown,1
24432,nvp-ii,1
7385,icmp,13
31864,sctp,9
21627,mfe-nsp,1
54907,unknown,1
13248,unknown,1
40799,ipx-in-ip,1
55425,icmp,8
56642,pgm,1
26983,udp,5
7049,tcp,10
33231,unknown,1
21961,pim,14
38079,xnet,10
13873,udp,12
13052,bbn-rcc-mon,1
39875,tcp,9
34342,swipe (deprecated),1
25485,vmtp,1
63844,unknown,1
39247,larp,12
41090,xnet,4
43697,sctp,2
22223,ospfigp,6
61503,udp,7
39047,gre,9
10629,unknown,2
32176,rdp,14
34946,emcon,1
20667,vrrp,9
27217,tlsp,1
40509,pim,9
40700,ospfigp,9
46195,rvd,1
17897,unknown,1
20301,vrrp,7
12686,rdp,10
49357,larp,1
13551,tlsp,1
27315,sctp,7
59249,eigrp,7
11445,eigrp,10
50573,igmp,8
3386,eigrp,11
55023,xnet,10
43789,vrrp,11
59212,ospfigp,7
46406,larp,6
53471,ipv4,1
63922,tcp,12
63839,ah,8
38757,ah,9
42135,unknown,1
7074,mtp,7
17973,pim,18
11976,igmp,12
6248,gre,12
60512,esp,9
26595,gre,1
34534,unknown,1
64987,unknown,1
18966,eigrp,8
15937,pim,10
59032,unknown,1
60125,udp,12
32461,sctp,8
37410,bbn-rcc-mon,1
52415,sctp,13
39276,eigrp,1
51676,eigrp,11
23650,icmp,1
59843,wb-expak,1
54069,gre,6
21374,ddp,9
33220,vrrp,7
46135,udp,8
64449,ethernet,1
58996,ddx,1
44571,igmp,9
32416,xnet,13
12533,tcp,9
56035,pim,8
63895,ethernet,1
808,esp,11
30657,tcp,7
17942,udp,11
61901,gre,9
40699,ah,8
8585,unknown,1
32437,nsh,6
28207,igmp,18
18409,unknown,1
6344,sctp,8
41284,pvp,1
39555,eigrp,8
24489,unknown,1
32856,argus (deprecated),1
23640,icmp,1
25516,unknown,1
15305,gre,12
23185,leaf-1,1
26444,unknown,1
16810,unknown,1
3616,rdp,10
46456,nsh,7
3056,ddp,10
41835,eigrp,11
28084,vrrp,4
18924,unknown,1
27657,pim,8
18996,leaf-1,1
14454,kryptolan,1
54364,aris,1
1842,unknown,1
58324,rdp,7
6451,unknown,1
43354,xnet,10
32762,unknown,1
21168,ospfigp,10
64115,tcp,7
26306,larp,1
56809,icmp,13
61541,sscopmce,1
28871,igmp,14
47664,ipv4,1
44325,unknown,1
8640,vrrp,11
932,mobility header,1
58969,eigrp,7
54197,igmp,9
8169,ospfigp,9
64486,vrrp,6
28079,unknown,1
1564,stp,1
13114,unknown,1
50912,unknown,1
15451,ipv4,1
64525,gre,7
54254,gre,10
15453,sctp,9
3421,leaf-2,1
13745,sctp,7
39773,stp,1
45831,unknown,1
38177,esp,6
11518,cftp,1
2740,tcp,6
38448,unknown,2
48351,mobility header,1
53980,tcp,7
12958,rdp,1
56349,sat-mon,1
46100,unknown,1
51211,igmp,8
54361,sm (deprecated),1
54779,ah,8
22919,pnni,1
77,sctp,5
5087,igmp,13
42130,unknown,1
2116,unknown,1
61715,hopopt,1
10428,pim,6
46128,eigrp,6
13362,unknown,1
32011,icmp,9
64314,icmp,11
26040,larp,7
46893,unknown,1
150,tcp,12
59029,gre,3
18817,unknown,1
52139,unknown,1
28961,gre,14
10765,ipx-in-ip,5
7304,tcp,9
23154,icmp,10
62140,tcp,10
63084,udp,9
29269,vrrp,16
44209,pim,14
8955,unknown,1
47693,tcp,10
27651,tcp,13
31672,unknown,1
46064,micp (deprecated),1
28094,vrrp,8
43025,unknown,1
40978,unknown,1
59616,eigrp,7
29641,gre,9
57514,trunk-2,1
14503,unknown,1
10319,vrrp,10
16450,tcp,12
32763,sctp,13
48047,pim,3
44135,gre,12
25800,mfe-nsp,1
45398,mtp,10
65154,rdp,11
46471,eigrp,7
16802,igmp,8
14120,ospfigp,6
10466,dsr,1
41076,fire,1
8403,udp,6
10055,esp,1
52952,ospfigp,10
12418,sun-nd,1
47850,gre,12
25267,udp,14
45234,gre,9
49043,icmp,12
8031,udp,9
21441,esp,7
5703,udp,10
42503,icmp,10
41789,sctp,8
49951,pim,12
57865,larp,14
13028,pim,9
2698,3pc,1
38416,larp,4
12405,gre,9
8821,sctp,6
41812,mtp,6
53439,sctp,11
45593,cpnx,1
7568,udp,11
37598,ospfigp,8
40825,iso-ip,1
19517,eigrp,10
42353,udp,14
5079,netblt,1
38359,unknown,1
59023,sctp,15
60606,pim,12
45279,udp,8
60609,unknown,1
39502,argus (deprecated),1
54274,nsh,1
22591,tcp,6
32811,3pc,1
33913,icmp,5
33155,unknown,1
49725,eigrp,6
59110,tcp,8
63677,vrrp,6
2409,vmtp,1
40074,unknown,1
21996,xnet,1
7940,wesp,1
10732,gre,4
44335,igmp,4
49135,rdp,2
22423,unknown,1
4349,pim,2
8605,udp,9
57074,larp,12
44040,vmtp,1
64033,esp,7
34531,tlsp,1
36290,tcp,10
27280,pnni,1
33514,hmp,1
61990,ah,10
11946,udp,8
25033,ah,6
64856,vrrp,5
58427,rohc,1
38070,nsh,6
60498,sctp,11
9551,unknown,1
49993,unknown,1
1918,udp,9
44348,icmp,10
36112,xns-idp,1
28907,gre,10
63132,icmp,12
51208,xnet,9
46884,kryptolan,1
53134,igmp,5
48809,unknown,1
19555,snp,1
26819,eigrp,5
28807,gre,8
42432,icmp,8
43661,udp,1
20051,ddp,10
24276,unknown,1
49878,il,10
25962,unknown,1
4549,pim,7
13372,igmp,9
13722,ax.25,1
5905,udp,8
51979,gre,10
44932,iptm,1
64514,aggfrag,1
57810,unknown,1
13526,igmp,12
24108,snp,1
53898,unknown,1
57637,sctp,11
14596,xnet,5
20243,unknown,1
56048,unknown,1
56730,rdp,13
13509,igmp,12
15929,iso-tp4,1
12264,ospfigp,8
59270,pim,10
37103,trunk-1,1
23025,ah,11
32498,aris,1
11325,pim,8
4288,unknown,1
10148,eigrp,8
52365,ipv6-icmp,1
17423,ddp,8
55578,sctp,4
36117,ah,6
36098,unknown,1
46432,unknown,1
11765,unknown,1
35962,micp (deprecated),1
55269,esp,7
9594,unknown,1
26438,igmp,12
37069,unknown,1
43843,unknown,1
6269,sctp,11
60110,dsr,1
49277,sctp,8
53045,mtp,13
61499,unknown,1
20281,unknown,1
9683,unknown,1
33832,srp,1
61181,sat-expak,1
41834,udp,3
14622,unknown,1
39238,ipv6-nonxt,1
63274,unknown,1
43936,fire,1
36935,icmp,7
55572,ddp,9
40493,xnet,1
12270,tcf,1
24598,igmp,9
65038,icmp,1
28447,vrrp,8
9429,ospfigp,10
47738,vrrp,7
61713,eigrp,13
13590,qnx,1
19935,gre,6
43464,wsn,1
23863,unknown,1
40978,gre,24
23405,emcon,1
40533,pim,10
34118,ospfigp,10
16979,mtp,10
28211,ospfigp,12
36063,icmp,1
9498,sun-nd,1
54286,ospfigp,8
4493,eigrp,8
42631,scc-sp,1
48098,igmp,6
53937,idpr-cmtp,1
2592,nsh,13
8693,icmp,10
22391,eigrp,10
38924,gre,8
14888,eigrp,16
46232,unknown,1
665,gre,3
59579,unknown,1
9680,udp,13
33406,unknown,1
42672,unknown,1
51171,tcp,6
39175,pim,12
7733,isis over ipv4,1
49286,unknown,1
5173,unknown,1
12829,il,10
31248,ospfigp,11
5723,ospfigp,7
13162,ospfigp,11
49844,icmp,9
2884,icmp,11
41811,tcp,1
43481,unknown,1
29379,igmp,15
41733,xnet,11
53662,sctp,5
49038,pim,6
23982,unknown,1
12434,ospfigp,10
53105,unknown,1
23675,gre,11
5617,vrrp,13
9478,pim,12
17889,eigrp,1
19852,prm,1
20260,tcp,5
54864,unknown,1
25368,larp,10
28529,bbn-rcc-mon,1
58738,pim,11
31420,sctp,8
14356,hopopt,1
14352,nsh,11
43157,scc-sp,1
12448,pim,10
4345,sm (deprecated),1
61532,unknown,1
12961,gre,10
33135,mtp,10
52053,unknown,1
28574,gre,12
3825,mtp,9
22063,tcp,12
29595,tcp,4
9811,udp,13
60847,pim,10
62022,udp,11
45461,ah,7
31621,unknown,1
52541,igmp,11
49525,pim,15
34243,br-sat-mon,1
23532,vrrp,17
30491,vrrp,12
30196,gre,3
16885,vrrp,8
51061,eigrp,8
55950,vines,1
5612,unknown,1
36085,icmp,12
8539,unknown,1
44284,ospfigp,7
775,ipx-in-ip,14
21644,eigrp,8
42853,pim,14
8438,icmp,11
37823,eigrp,7
45685,icmp,4
15677,igmp,11
11180,unknown,1
35210,emcon,1
46786,unknown,1
2350,icmp,8
24566,igmp,9
53675,igmp,8
65379,icmp,11
44643,vrrp,1
38684,unknown,2
36899,tcp,6
21591,igmp,7
11684,unknown,1
15379,icmp,5
2220,xtp,1
14922,srp,1
9380,ipv6,1
29744,unknown,1
51640,eigrp,8
49364,tcp,11
55926,tcp,11
27029,unknown,1
23096,icmp,8
29293,unknown,1
36009,gre,7
57060,il,1
57143,pim,13
54432,sctp,12
18298,unknown,1
21546,ggp,1
21404,gre,3
55,stp,1
33199,trunk-1,1
38719,ddx,1
50846,unknown,1
33282,tcp,9
30302,tcp,9
28110,vrrp,10
55460,sctp,9
53132,ipx-in-ip,1
58917,unknown,1
63328,eigrp,12
60714,gre,13
59219,sctp,5
38697,pim,8
54947,unknown,1
2739,ospfigp,19
55058,crtp,1
26931,micp (deprecated),1
17730,encap,1
20528,udp,6
7070,unknown,1
21910,ipv6-icmp,1
6714,igmp,13
62523,ddp,1
24715,unknown,1
44046,unknown,1
6346,ah,9
16642,xnet,12
33450,mtp,4
59374,aris,1
61082,mpls-in-ip,1
50844,gre,7
4519,rdp,5
54816,unknown,1
43367,unknown,1
32815,icmp,3
28608,udp,7
43868,unknown,1
21906,unknown,1
60579,scps,1
40698,ah,9
11152,vrrp,13
12178,vrrp,6
42186,vrrp,8
26770,eigrp,4
28413,ipx-in-ip,12
62606,ipx-in-ip,14
30913,nsh,10
31294,udp,11
56150,eigrp,10
16392,tp++,1
37581,pgm,1
51694,igmp,10
50588,eigrp,7
42809,unknown,1
14186,ospfigp,7
48628,xns-idp,1
32445,icmp,4
7723,unknown,1
44873,eigrp,9
38724,unknown,2
23335,pim,9
4678,tcp,2
22194,ah,10
35426,larp,1
42544,larp,12
21346,unknown,2
56686,udp,13
14420,eigrp,9
11458,ospfigp,8
23748,igmp,15
3454,aris,1
2413,igmp,12
5665,unknown,1
33949,vrrp,8
44650,unknown,1
54539,unknown,1
4769,vrrp,11
44376,hip,1
47313,udp,7
45425,unknown,1
33736,ah,4
38908,sctp,14
20294,unknown,1
3586,hip,1
10575,pim,12
40422,hopopt,1
56711,udp,5
28133,igmp,6
65246,ospfigp,14
5469,unknown,1
18190,nsh,8
30227,eigrp,11
57007,icmp,11
59517,xns-idp,1
64630,scc-sp,1
18399,ipv6-icmp,1
8102,il,7
3464,udplite,1
45755,unknown,1
11509,sctp,9
61691,pipe,1
30196,eigrp,11
64238,tcf,1
53789,unknown,1
32230,mtp,13
11722,larp,9
13695,chaos,1
548,igmp,10
19587,vrrp,5
24884,tcp,9
49651,unknown,1
44292,unknown,1
45044,ipx-in-ip,5
47731,icmp,11
29714,tcp,8
25877,sps,1
6805,gre,7
10382,igmp,9
2353,sctp,7
20446,sctp,4
52418,chaos,1
24821,tcp,9
1268,tcp,8
16497,ipip,1
60794,iso-tp4,1
8091,vmtp,1
34601,pim,6
37001,rdp,8
41315,ddp,14
65469,icmp,11
57650,unknown,1
25313,unknown,1
50364,unknown,1
57252,unknown,1
64173,pim,12
52351,vrrp,6
5850,iso-ip,1
15191,il,1
10720,ospfigp,8
28519,icmp,13
9325,pgm,1
44309,icmp,11
6929,unknown,1
5438,igmp,17
17140,unknown,1
9747,eigrp,15
65197,gre,6
57812,unknown,1
24902,unknown,1
62156,xtp,1
21424,unknown,1
61995,pim,5
49937,unknown,1
62176,pvp,1
56191,pim,10
12507,vrrp,11
61632,udp,1
4342,unknown,1
57810,xtp,1
54881,icmp,10
52002,unknown,1
29402,vrrp,7
50984,tcp,7
38711,tcp,3
38318,vrrp,12
13762,ospfigp,6
63159,sctp,6
3622,unknown,1
3961,tp++,1
9360,sdrp,1
26537,larp,10
33652,unknown,1
14792,unknown,1
23549,tcp,1
47569,igmp,6
38940,udp,10
49072,sctp,5
1067,rsvp,1
27965,pim,7
57496,qnx,1
25133,vrrp,7
7402,cphb,1
54762,xnet,17
63359,ospfigp,1
52439,gre,9
32210,unknown,1
19711,igmp,8
13773,hopopt,10
44757,sctp,9
35287,unknown,1
58854,gre,9
48433,esp,11
59422,sctp,6
15964,eigrp,7
38936,gre,9
33160,unknown,1
1588,larp,1
47598,eigrp,5
36114,narp,1
62702,wsn,1
59925,ddp,8
18111,unknown,1
26250,tcp,7
61004,tcp,7
15040,a/n,1
58221,ddp,8
64787,unknown,1
29070,gre,6
1449,unknown,1
28030,pnni,1
15745,ggp,1
18587,sctp,13
65058,ipv6-icmp,1
39470,ospfigp,14
10905,unknown,1
46077,udp,9
32595,udp,7
43608,tlsp,1
22009,igmp,9
24807,igmp,12
64868,unknown,1
54998,ospfigp,7
6798,icmp,6
18721,vrrp,11
3014,gre,7
22599,gre,8
39817,unknown,1
54782,eigrp,10
47512,gre,6
59479,gre,7
41387,ipv6-icmp,1
14866,igmp,8
15037,mux,1
38286,unknown,1
55089,nsh,9
31889,icmp,8
47852,larp,5
62673,sctp,12
8377,unknown,1
16937,sctp,6
28694,gre,8
57790,unknown,1
5562,mobility header,1
7350,sctp,8
7130,igmp,9
57519,argus (deprecated),1
26299,ospfigp,10
16374,unknown,1
25884,trunk-2,1
47510,tcp,8
40112,vrrp,13
38643,unknown,1
41377,unknown,1
51406,vrrp,1
38142,unknown,1
14268,tcp,10
18643,unknown,1
33169,stp,1
2184,ah,17
58343,pim,16
18979,min-ipv4,1
46244,unknown,1
41770,udp,6
63655,sctp,10
63649,tcp,10
40447,wb-expak,1
20842,vrrp,9
42703,unknown,1
46104,igp,1
22448,unknown,1
56253,igmp,9
926,tcp,6
44322,ipv6-route,1
51584,unknown,1
15221,unknown,1
15867,tcp,10
22576,eigrp,12
28494,larp,9
35710,hmp,1
7081,vrrp,6
38929,eigrp,8
34707,eigrp,11
39050,hopopt,8
32681,unknown,1
64338,unknown,1
5204,tcp,11
36878,unknown,1
47770,ah,7
28304,ospfigp,6
21639,unknown,1
61268,igmp,10
60318,unknown,1
5893,mux,1
59844,icmp,14
5654,udp,10
263,nsh,8
18652,sctp,8
29387,tcp,20
4399,tcp,11
48302,rohc,1
10354,il,15
28327,unknown,1
28273,ddp,12
12016,sctp,9
38653,icmp,10
27546,unknown,1
4118,unknown,1
27540,tcp,1
48012,nsh,9
35139,ospfigp,4
39665,unknown,1
37900,eigrp,12
7389,ddp,11
20780,unknown,1
55557,tcp,6
21913,udp,7
56710,icmp,5
64887,dcn-meas,1
56697,unknown,1
37616,udp,12
23636,eigrp,5
40885,rsvp-e2e-ignore,1
48851,tcp,4
59621,pim,9
3485,ipx-in-ip,5
12630,unknown,1
43451,eigrp,7
64321,icmp,3
2212,narp,1
36580,tcp,9
44222,nsh,6
17414,udp,16
24699,rsvp-e2e-ignore,1
3618,gre,5
751,br-sat-mon,1
6679,ipx-in-ip,8
22641,unknown,1
10467,unknown,1
7141,unknown,1
63208,icmp,9
14439,eigrp,7
32592,vrrp,8
46918,tcp,9
9554,unknown,1
44170,gmtp,1
33590,udp,6
51872,ddp,7
50019,gre,13
32234,larp,7
42069,tcp,10
48079,iatp,1
14952,qnx,1
12158,unknown,1
